id,speaker,views,tags,,,,,,,,,
1137,Carlo Ratti,650760,"cities,design,entertainment,technology",,,,,,,,,
1138,Suzanne Lee,1203549,"fashion,biotech,biology,bacteria,design,creativity,materials,technology,TED Fellows",,,,,,,,,
1139,Sean Carroll,1521619,"String theory,cosmos,philosophy,universe,astronomy,physics,time,TEDx,science",,,,,,,,,
1140,Louie Schwartzberg,1852689,"insects,bees,film,evolution,science,botany,nature,garden,life,plants,beauty",,,,,,,,,
1141,Paul Nicklen,1959746,"photography,culture,animals,biodiversity,design,entertainment,creativity,storytelling",,,,,,,,,
1142,Fiorenzo Omenetto,743094,"biomimicry,invention,medicine,biology,science,green,life,design,technology",,,,,,,,,
1143,Ron Gutman,4570253,"happiness,body language,culture,science,society",,,,,,,,,
1144,Amit Sood,600256,"design,technology,art",,,,,,,,,
1145,Leonard Susskind,831459,"physics,TEDx,culture,history,science,storytelling",,,,,,,,,
1146,Ed Boyden,918556,"neuroscience,brain,science,technology",,,,,,,,,
1147,Thomas Heatherwick,1569471,"biomimicry,science and art,architecture,design,creativity",,,,,,,,,
1148,Elliot Krane,1757958,"pain,health,health care,Senses,brain,science",,,,,,,,,
1149,Edith Widder,1178576,"deextinction,oceans,photography,biology,exploration,science",,,,,,,,,
1150,Terry Moore,6157182,"demo,culture,entertainment",,,,,,,,,
1151,Improv Everywhere,355913,"social media,entertainment",,,,,,,,,
1152,Aaron Koblin,1452690,"crowdsourcing,visualizations,design,technology,collaboration,data,art",,,,,,,,,
1153,Bruce Aylward,500588,"Vaccines,disease,health,science,global issues",,,,,,,,,
1154,Shirin Neshat,639543,"photography,film,politics,women,global issues,art",,,,,,,,,
1155,Mustafa Akyol,1099646,"Islam,TEDx,culture,religion,democracy,Egypt",,,,,,,,,
1156,Robert Gupta + Joshua Roman,756628,"live music,entertainment,creativity,collaboration,TED Fellows",,,,,,,,,
1157,Malcolm McLaren,250674,"culture,entertainment,creativity",,,,,,,,,
1158,Dennis Hong,694664,"transportation,Senses,sight,design,technology",,,,,,,,,
1159,Stefan Sagmeister,1635069,"TED Brain Trust,happiness,film,motivation,design,art",,,,,,,,,
1160,Aaron O'Connell,1254042,"philosophy,physics,science",,,,,,,,,
1161,Jessi Arrington,1182383,"fashion,consumerism,culture,design,creativity",,,,,,,,,
1162,Damon Horowitz,672443,"philosophy,TEDx,culture,technology",,,,,,,,,
1163,Jack Horner,2411660,"paleontology,dinosaurs,genetics,science",,,,,,,,,
1164,Janet Echelman,1797292,"visualizations,culture,cities,design,technology,data,art",,,,,,,,,
1165,Paul Romer,459820,"culture,politics,cities,design,global issues,business",,,,,,,,,
1166,Alice Dreger,1057380,"gender,Gender spectrum,TEDx,culture,politics",,,,,,,,,
1167,JD Schramm,1596071,"suicide,depression,mental health,culture,storytelling,communication",,,,,,,,,
1168,Daniel Kraft,860889,"health care,TEDx,science,design,technology",,,,,,,,,
1169,Shea Hembrey,1460388,"design,creativity,storytelling,art",,,,,,,,,
1170,Steve Keil,595333,"play,economics,TEDx,culture,social change,Europe,business",,,,,,,,,
1171,Camille Seaman,914644,"glacier,photography,global issues,art,TED Fellows",,,,,,,,,
1172,Onyx Ashanti,781091,"live music,music,design,entertainment,technology",,,,,,,,,
1173,Maya Beiser,922077,"live music,music,design,entertainment,technology",,,,,,,,,
1174,Bill Ford,793062,"cars,mobility,infrastructure,cities,design,technology",,,,,,,,,
1175,Daniel Tammet,1688377,"brain,culture",,,,,,,,,
1176,Jok Church,715622,"love,education,culture,storytelling",,,,,,,,,
1177,Honor Harger,900887,"sound,astronomy,physics,design,entertainment,technology,art",,,,,,,,,
1178,Joshua Walters,1614719,"depression,mental health,brain,entertainment,performance",,,,,,,,,
1179,Emiliano Salinas,509335,"crime,terrorism,TEDx,violence,social change,global issues,community,peace",,,,,,,,,
1180,Rajesh Rao,1171622,"computers,language,history,science",,,,,,,,,
1181,Dave deBronkart,526218,"health care,TEDx,culture,science,technology,collaboration,data",,,,,,,,,
1182,Robert Hammond,692018,"culture,activism,architecture,public spaces,cities",,,,,,,,,
1183,Matt Cutts,8567655,"success,culture",,,,,,,,,
1184,Nathan Myhrvold,1380830,"TED Brain Trust,photography,food,design,entertainment,creativity,technology,art",,,,,,,,,
1185,Jonathan Drori,929897,"insects,bees,sex,biology,science,botany,environment,life,plants",,,,,,,,,
1186,Simon Lewis,683300,"consciousness,medicine,technology",,,,,,,,,
1187,Nina Tandon,487730,"biomimicry,biotech,biology,science,TED Fellows",,,,,,,,,
1188,Rebecca MacKinnon,731007,"protests,social media,culture,politics",,,,,,,,,
1189,Maajid Nawaz,692436,"culture,politics,democracy,global issues",,,,,,,,,
1190,Tim Harford,1708240,"culture,creativity,business,society",,,,,,,,,
1191,Nadia Al-Sakkaf,491982,"war,politics,women,global issues,communication,journalism",,,,,,,,,
1192,Mikko Hypponen,1646316,"virus,crime,computers,TEDx,global issues,technology,Internet",,,,,,,,,
1193,Thandie Newton,2411536,"film,psychology,self,culture,entertainment",,,,,,,,,
1194,Kevin Slavin,3658687,"complexity,computers,social change,technology",,,,,,,,,
1195,Markus Fischer,6212919,"biomimicry,robots,biomechanics,animals,design,technology",,,,,,,,,
1196,Rory Stewart,653478,"Foreign Policy,military,war,politics,global issues,peace,Middle East",,,,,,,,,
1197,Geoffrey West,1420426,"complexity,math,biology,infrastructure,science,cities,business",,,,,,,,,
1198,Paul Bloom,1933793,"happiness,philosophy,psychology,science",,,,,,,,,
1199,Josette Sheeran,800085,"economics,culture,food,war,politics,global issues,peace",,,,,,,,,
1200,Julian Treasure,5092276,"sound,relationships,culture,social change",,,,,,,,,
1201,Adam Ostrow,1113979,"consciousness,social media,self,culture,social change,technology",,,,,,,,,
1202,Harald Haas,2477409,"invention,cities,technology,Internet",,,,,,,,,
1203,Mark Pagel,1398588,"evolution,biology,culture,language,science,communication",,,,,,,,,
1204,Jessica Green,546676,"health,science,microbiology,TED Fellows",,,,,,,,,
1205,Eve Ensler,1334049,"poetry,cancer,brain,culture,activism",,,,,,,,,
1206,Philip Zimbardo,2165041,"gaming,gender,sex,feminism,education,culture",,,,,,,,,
1207,Alex Steffen,979491,"energy,architecture,infrastructure,cities,environment,green,design,technology,collaboration",,,,,,,,,
1208,Dyan deNapoli,391083,"birds,oceans,TEDx,science,animals,global issues,collaboration",,,,,,,,,
1209,Jeremy Gilley,834979,"activism,war,global issues,collaboration,peace",,,,,,,,,
1210,Lucianne Walkowicz,1069762,"universe,exploration,science,technology,TED Fellows",,,,,,,,,
1211,Marco Tempest,5425332,"magic,illusion,music,design,entertainment,technology,art",,,,,,,,,
1212,Dan Ariely,1035667,"cognitive science,economics,medical research,science,technology",,,,,,,,,
1213,Svante PÃ¤Ã¤bo,1391273,"DNA,evolution,biology,science",,,,,,,,,
1214,Julia Bacha,730242,"film,compassion,war,violence,entertainment,communication,peace",,,,,,,,,
1215,Skylar Tibbits,973397,"design,technology,TED Fellows",,,,,,,,,
1216,Joan Halifax,1418735,"Buddhism,death,compassion,culture,global issues",,,,,,,,,
1217,Edward Tenner,785910,"invention,culture,history,design,technology",,,,,,,,,
1218,Lee Cronin,689450,"nanoscale,biology,science,life",,,,,,,,,
1219,Raghava KK,941828,"books,design,entertainment,creativity,storytelling,technology",,,,,,,,,
1220,Yasheng Huang,974473,"Asia,economics,culture,politics,democracy,global issues",,,,,,,,,
1221,Misha Glenny,1251528,"crime,computers,global issues,technology,Internet",,,,,,,,,
1222,Kate Hartman,864036,"glacier,culture,communication,art",,,,,,,,,
1223,Richard Resnick,844180,"biotech,health care,DNA,TEDx,science,bioethics,technology",,,,,,,,,
1224,Lauren Zalaznick,631941,"culture,entertainment",,,,,,,,,
1225,Sasha Dichter,292282,"philanthropy,global issues,business",,,,,,,,,
1226,Niall Ferguson,1551106,"economics,culture,global issues,business",,,,,,,,,
1227,Jean-Baptiste Michel + Erez Lieberman Aiden,1756213,"library,Google,visualizations,TEDx,design,technology,writing,data",,,,,,,,,
1228,Amy Lockwood,827166,"philanthropy,marketing,Africa,global issues,business",,,,,,,,,
1229,Elizabeth Murchison,481330,"cancer,biology,science,animals",,,,,,,,,
1230,Sunni Brown,1239185,"presentation,culture,creativity,business",,,,,,,,,
1231,Abraham Verghese,1350431,"health,health care,medicine,culture,science,communication",,,,,,,,,
1232,Geoff Mulgan,659824,"education,culture,work,design,creativity",,,,,,,,,
1233,Jarreth Merz,397781,"Africa,film,politics,democracy,entertainment,global issues",,,,,,,,,
1234,Ben Goldacre,2152566,"pharmaceuticals,illusion,illness,health care,medicine,science,data",,,,,,,,,
1235,Danielle de Niese,778924,"sex,theater,entertainment,creativity",,,,,,,,,
1236,Yang Lan,1754324,"Asia,china,economics,media,politics,global issues",,,,,,,,,
1237,Christoph Adami,596662,"evolution,biology,TEDx,bacteria,science,life",,,,,,,,,
1238,Graham Hill,3641326,"consumerism,happiness,simplicity,culture,media,design",,,,,,,,,
1239,Mike Biddle,964505,"plastic,green,global issues,technology,business",,,,,,,,,
1240,Charles Hazlewood,497438,"conducting,culture,music,entertainment,collaboration",,,,,,,,,
1241,Alison Gopnik,2810240,"education,psychology,brain,culture,children",,,,,,,,,
1242,Paul Lewis,145579,"social media,TEDx,culture,cities,global issues,collaboration,journalism",,,,,,,,,
1243,Richard Seymour,939587,"happiness,Senses,design,art,beauty",,,,,,,,,
1244,Ian Ritchie,570914,"web,history,technology,business",,,,,,,,,
1245,Michael Nielsen,137205,"crowdsourcing,open-source,TEDx,science,technology,collaboration,Internet,data",,,,,,,,,
1246,Pamela Meyer,16265867,"psychology,culture,science,society",,,,,,,,,
1247,Jae Rhim Lee,1413125,"invention,death,green,design,art,TED Fellows",,,,,,,,,
1248,Bunker Roy,3610177,"invention,education,india,culture,global development,women,global issues",,,,,,,,,
1249,Justin Hall-Tipping,1044691,"energy,science,entrepreneur,environment,technology",,,,,,,,,
1250,Guy-Philippe Goldstein,464203,"computers,terrorism,TEDx,war,security,politics,global issues,technology",,,,,,,,,
1251,Todd Kuiken,834484,"prosthetics,invention,medicine,Senses,science,engineering,design,technology",,,,,,,,,
1252,Nathalie Miebach,724273,"weather,visualizations,data,art,TED Fellows",,,,,,,,,
1253,Richard Wilkinson,2439216,"money,visualizations,culture,social change,inequality,global issues,data",,,,,,,,,
1254,Iain McGilchrist,641481,"neuroscience,brain,culture,science",,,,,,,,,
1255,Malcolm Gladwell,1012797,"drones,invention,war",,,,,,,,,
1256,Jay Bradner,499411,"crowdsourcing,molecular biology,open-source,chemistry,cancer,genetics,medical research,DNA,TEDx,science,business,collaboration,community",,,,,,,,,
1257,Béatrice Coron,925273,"creativity,storytelling,art",,,,,,,,,
1258,Hasan Elahi,811359,"web,war,security,data,art",,,,,,,,,
1259,Paul Zak,1513098,"molecular biology,sociology,chemistry,behavioral economics,happiness,morality,empathy,cognitive science,mind,neuroscience,medicine,psychology,biology,brain,culture,science",,,,,,,,,
1260,Anna Mracek Dietrich,919111,"flight,cars,transportation,invention,design",,,,,,,,,
1261,Daniel Wolpert,1711591,"consciousness,robots,cognitive science,neuroscience,math,AI,evolution,biology,biomechanics,brain,decision-making,science,engineering",,,,,,,,,
1262,Marco Tempest,1033921,"magic,entertainment,technology",,,,,,,,,
1263,Sandra Fisher-Martins,286124,"simplicity,law,TEDx,culture,language,design",,,,,,,,,
1264,Martin Hanczyc,708460,"human origins,molecular biology,chemistry,nanoscale,AI,evolution,biology,innovation,science,life,ecology",,,,,,,,,
1265,Aparna Rao,765124,"creativity,humor,technology,art,TED Fellows",,,,,,,,,
1266,Ben Kacyra,471274,"archaeology,invention,history,technology",,,,,,,,,
1267,Allan Jones,1014787,"medical imaging,physiology,molecular biology,biotech,cognitive science,mental health,neuroscience,disease,genetics,medical research,visualizations,DNA,brain,science,technology",,,,,,,,,
1268,Roger McNamee,283538,"investment,TEDx,future,technology,business,Internet",,,,,,,,,
1269,Charlie Todd,2729360,"TEDx,culture,comedy,entertainment,humor,community",,,,,,,,,
1270,Alexander Tsiaras,6000871,"medical imaging,pregnancy,physiology,biotech,medical research,visualizations,science and art,science,design",,,,,,,,,
1271,Yves Rossy,7827763,"flight,design,adventure,technology",,,,,,,,,
1272,Thomas Suarez,5992018,"youth,code,education,TEDx,entertainment,technology",,,,,,,,,
1274,Cynthia Kenyon,829738,"molecular biology,synthetic biology,biotech,genetics,medicine,medical research,DNA,innovation,aging,science,technology",,,,,,,,,
1276,Robin Ince,659508,"philosophy,science and art,time,comedy,science,entertainment,humor",,,,,,,,,
1278,Gabe Zichermann,429352,"gaming,play,education,TEDx,design",,,,,,,,,
1279,Natalie Warne,552308,"youth,TEDx,culture,activism,war,children,global issues,community",,,,,,,,,
1280,Phil Plait,2006258,"NASA,dinosaurs,space,astronomy,TEDx,science,technology",,,,,,,,,
1281,Péter Fankhauser,553098,"robots,engineering,design,creativity,technology",,,,,,,,,
1282,Joe Sabia,1064265,"design,entertainment,creativity,storytelling,technology",,,,,,,,,
1283,Louie Schwartzberg,3596316,"photography,compassion,biology,TEDx,culture,biodiversity",,,,,,,,,
1284,Britta Riley,1893493,"TEDx,food,cities,garden,design,collaboration",,,,,,,,,
1285,Amy Purdy,1580083,"prosthetics,happiness,illness,TEDx,personal growth,entertainment",,,,,,,,,
1286,Damon Horowitz,1119773,"philosophy,crime,education,culture,prison,global issues",,,,,,,,,
1287,Kathryn Schulz,1755014,"failure,decision-making,culture",,,,,,,,,
1288,Karen Tse,527737,"law,prison,war,politics,global issues",,,,,,,,,
1289,Annie Murphy Paul,1651474,"pregnancy,mental health,neuroscience,education,evolution,brain,culture,food,science,children,writing",,,,,,,,,
1290,John Bohannon,477467,"presentation,dance,science and art,physics,biology,TEDx,science,entertainment,technology",,,,,,,,,
1291,Charles Limb,556264,"sound,medical research,Senses,science and art,disability,hearing,music,science,technology,art,beauty",,,,,,,,,
1292,Leslie Dodson,119601,"Africa,poverty,TEDx,media,journalism",,,,,,,,,
1293,Sarah Kay,633925,"spoken word,poetry,TEDx,life,entertainment",,,,,,,,,
1294,Srdja Popovic,267283,"protests,TEDx,culture,activism,politics,global issues,Egypt",,,,,,,,,
1295,Luis von Ahn,1463426,"wikipedia,computers,TEDx,language,technology,collaboration,Internet",,,,,,,,,
1296,Cheryl Hayashi,753536,"MacArthur grant,biomimicry,insects,molecular biology,industrial design,biotech,web,physics,biomechanics,science,engineering,nature,materials,technology",,,,,,,,,
1297,Yoav Medan,691002,"medical imaging,sound,biotech,neuroscience,health care,medicine,medical research,physics,innovation,science,engineering,future,technology",,,,,,,,,
1298,Stefon Harris,643313,"jazz,culture,music,entertainment",,,,,,,,,
1299,Klaus Stadlmann,265118,"industrial design,TEDx,engineering,design,technology",,,,,,,,,
1300,David Damberger,218532,"TEDx,global development,engineering,global issues",,,,,,,,,
1301,Monika Bulaj,538899,"photography,design,storytelling,global issues,journalism,art,TED Fellows",,,,,,,,,
1302,Quyen Nguyen,1104122,"Nobel Prize,molecular biology,Surgery,biotech,cancer,health care,medicine,medical research,biology,innovation,science,technology",,,,,,,,,
1303,Pavan Sukhdev,623120,"finance,economics,green,global issues,business",,,,,,,,,
1304,Homaro Cantu + Ben Roche,849502,"culture,food,agriculture,creativity,business",,,,,,,,,
1305,Ramona Pierson,365435,"education,health care,medicine,self,TEDx,culture,aging,storytelling",,,,,,,,,
1306,Roger Doiron,184329,"TEDx,culture,food,sustainability,garden,global issues",,,,,,,,,
1307,Thomas Pogge,240720,"economics,health,TEDx,global issues",,,,,,,,,
1308,Antonio Damasio,1637430,"medical imaging,memory,consciousness,cognitive science,mental health,mind,neuroscience,medical research,Senses,self,brain,decision-making,science,identity",,,,,,,,,
1309,Sheila Nirenberg,389847,"prosthetics,Surgery,code,biotech,neuroscience,medicine,medical research,Senses,disability,brain,sight,innovation,science,engineering,technology",,,,,,,,,
1310,Daniel Goldstein,2078756,"behavioral economics,finance,economics,self,decision-making,culture,business",,,,,,,,,
1311,Alberto Cairo,789117,"prosthetics,poverty,disability,TEDx,war,work,storytelling,global issues",,,,,,,,,
